Date,Open,High,Low,Close,Adj Close,Volume
2022-11-08,100.269997,103.279999,97.870003,101.779999,101.779999,3126000
2022-11-09,100.260002,100.980003,94.879997,94.959999,94.959999,2384600
2022-11-10,101.000000,110.360001,101.000000,110.209999,110.209999,4270200
2022-11-11,109.389999,116.599998,109.035004,115.639999,115.639999,3720300
2022-11-14,114.309998,123.680000,113.989998,119.739998,119.739998,5624200
2022-11-15,124.760002,127.279999,121.250000,125.309998,125.309998,4536900
2022-11-16,120.089996,122.220001,118.269997,119.720001,119.720001,4082500
2022-11-17,116.910004,117.349998,112.065002,114.370003,114.370003,3097500
2022-11-18,116.620003,116.849998,112.089996,113.919998,113.919998,2226700
2022-11-21,112.199997,119.346001,111.370003,114.940002,114.940002,3737800
2022-11-22,115.639999,119.480003,114.000000,119.290001,119.290001,3157900
2022-11-23,120.059998,122.143997,117.470001,119.989998,119.989998,1877300
2022-11-25,118.389999,120.610001,117.489998,120.309998,120.309998,785000
2022-11-28,120.199997,123.370003,118.550003,119.480003,119.480003,2586100
2022-11-29,120.870003,122.419998,119.283997,121.879997,121.879997,2609000
2022-11-30,123.000000,132.600006,121.669998,132.089996,132.089996,4845900
2022-12-01,132.860001,139.970001,132.149994,139.389999,139.389999,4485300
2022-12-02,136.160004,141.960007,135.419998,140.490005,140.490005,2831500
2022-12-05,139.279999,142.529999,135.889999,137.210007,137.210007,3236800
2022-12-06,137.559998,139.050003,132.955002,135.009995,135.009995,2709100
2022-12-07,134.100006,136.000000,127.806999,130.130005,130.130005,2898600
2022-12-08,131.779999,135.679001,129.649994,134.500000,134.500000,2180700
2022-12-09,130.785004,134.500000,126.570000,126.779999,126.779999,3032400
2022-12-12,125.750000,129.580002,124.169998,129.520004,129.520004,2218600
2022-12-13,138.440002,138.949997,130.130005,131.600006,131.600006,2786400
2022-12-14,132.160004,135.479996,131.110001,132.029999,132.029999,2695600
2022-12-15,128.639999,128.990005,124.279999,125.970001,125.970001,2769300
2022-12-16,124.730003,127.199997,124.180000,126.320000,126.320000,4300600
2022-12-19,126.410004,129.119995,124.959999,125.910004,125.910004,2151500
2022-12-20,125.239998,127.629997,123.190002,127.099998,127.099998,1857100
2022-12-21,130.195007,135.050003,129.940002,134.330002,134.330002,3374400
2022-12-22,132.289993,132.500000,123.550003,127.349998,127.349998,2371400
2022-12-23,126.800003,127.733002,124.010002,126.940002,126.940002,1353800
2022-12-27,126.029999,126.489998,121.230003,121.339996,121.339996,1843300
2022-12-28,120.400002,121.779999,118.919998,120.400002,120.400002,1824900
2022-12-29,122.010002,124.120003,120.120003,122.680000,122.680000,1661700
2022-12-30,119.230003,120.910004,117.860001,119.779999,119.779999,2153700
2023-01-03,121.510002,122.410004,111.830002,113.559998,113.559998,3409700
2023-01-04,116.779999,119.000000,113.559998,117.110001,117.110001,3551300
2023-01-05,116.290001,120.519997,114.949997,119.559998,119.559998,2744200
2023-01-06,119.230003,121.970001,115.769997,120.589996,120.589996,2107700
2023-01-09,122.730003,124.269997,120.620003,120.989998,120.989998,2237900
2023-01-10,120.790001,127.339996,120.320000,126.930000,126.930000,2924000
